都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考,カテゴリー,区,公開日,更新日,子育て情報,施設No.
221007,WEBbbea011675,静岡県,静岡市,静岡護国神社フリマ葵市 第3日曜,,,2026-08-16,2026-08-16,06:30,13:30,,「静岡護国神社フリマ葵市 第3日曜」は2026-08-16に06:30から13:30に靜岡縣護國神社開催予定です。料金は無料です。詳細は出典URLをご確認ください。,無料,,,,,,靜岡縣護國神社,静岡市葵区柚木366,,34.986118,138.40712,,,,,,,https://www.at-s.com/event/article/1041233,Web収集: アットエス 浜松市中央区イベント一覧; source_id=src_9bfd16fa78bde9bb; 説明生成=facts_only; privacy=public_facts_minimized; ジオコーディング補完: 静岡市葵区柚木366,フリーマーケット,,,,,
