NO,source_id,source_name,source_url,description_mode,license_id,rights_holder,attribution_text,evidence_url,verified_at,rights_status,similarity_check,privacy_mode
WEB7938ac3d4f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ip-xc73ic,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBb4f17fb41c,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ep238dctnu1l,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBb921b3a138,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/n4f6-fdf17,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB70e4ab6454,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/vmdo751s2,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBff3c5abf8f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/9fgvf82bv,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBab6fc439b1,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/x3-yy_8q2p,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBbc3436e2ac,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/gn7k_x0vmds1,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7ecc45d143,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/0z8_0i4zj6,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBd0f9fa125d,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/65kd8061il00,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBbb4d8d68b6,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ic-cglw2g4,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBf08f56ca2f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/t9e5fcaup,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB3ee1dd700d,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/w9bhrkax80d,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBe0c707d1d4,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/54st1jc_kter,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB880cf0172b,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/oo0m7-krakhr,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB19bbf28f96,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/hch35tpflao,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB15811ee09c,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/23p5d7utjaqq,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB2b27bfc46a,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/96odz8m73kvt,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB739d626ebf,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ttbdwz99ta6g,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB76f97a60c6,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/e0nqo_6dq,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBd8a697fa2e,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/48m4t6w8cr,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBb1e4dcdbfb,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/dd9x2vpx_lp,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBf15018cfaf,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/61nonbro35,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBd71b3205cf,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/cqr4_ac1cg2,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB6dbae6a9e3,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/z226j4hv8b,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBdeea8178ab,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/6y9j06pji,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB85eb58ad41,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/a_xjp58hta,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB0ca722fa93,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/dnnza3ay88y,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB06b88f01bb,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/tw8vhypzfk,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB813985df64,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/1y4tgwjtmw4s,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB921d6cdab0,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/a0por17dex9i,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBc1f36df276,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/f-ciw7g_4,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBe9d17a11f6,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/86jnbk4xzxg,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB5d696153d5,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/3ic7cfoj5,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB3f220a9230,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/yu4eby2snqya,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB0546a9f22a,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/4ntcptmiaz,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB756a5fca85,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/f2ombhrrh,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB10fea59492,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/yin7exmtpd,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB8ed37f4f63,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ze1_5xzp3,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB2c0f8effbe,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/4rrzhy2ai,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB309a6bc164,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/3qbxmzza3cd,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB3ef7fcdcb5,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/4ubh9cbgr,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB5d7027176a,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/q5l_3uqio_s,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB39acc2ad04,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/q3ybna62ukb,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB913b049119,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ed-rh30ibg,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7f17d65fdb,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/d_8gkx32rps,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBa232491190,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/lzmm2srs2u,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBe8e1f634ba,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/1bd_0-qbbt5b,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB6b5ca0d5ff,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/dg2q5l1thcb,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBf57a71d149,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/njji1uv_qab,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB379175c9a6,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/gswylumka_oa,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB2797a58fc2,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/1y19qzquhzg9,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB53cdf080be,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/pwsa2fwc-lij,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBe7e7d53689,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/4lf5o4691gy,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBe5a637442a,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/7wpx8idl9z8,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB2fbae60750,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/rw883yirp,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBc27b09f56e,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/py4ne7pfnmpi,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB40b51efec8,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/hp2vdthk92dr,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBcf80e01e33,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/q0z31qhe6gzk,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB3b86a90509,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/j86oc7ji2k,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBab21046330,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/54zzdrjorx0,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBf33b1c0a30,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/wq3mwj5n-r,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7555a5bc4c,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/wj11s-oyv,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBaf7d1f5f99,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/wsz45eh5c,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB75d54ed930,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/dnkfdssdxpz,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBe73b57f2f4,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/9809vk48j,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB3b102007ed,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ydv-n5we5j_e,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB834567675e,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/u2223iebjc6,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB6b0c563427,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/m1ha6_71gq,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB6eff764410,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/h2_kku8w41,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB964ed00c3a,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/u__ml4urr3fn,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB408f70caaf,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/8rk4cs6y-m,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB4738de4621,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/4gr-jcs0tlj3,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBffe1f93492,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/xu2qd0bitgkr,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB0c478fceab,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/uth0cn3s9q,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7f3526b7d1,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/18b52lyznd0,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB69982a1c75,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/af0baei8w,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB2057de2e6f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/gbkx3ij8h-z,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB05137e3dae,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/1wfiy02848,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBda325423c3,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/3cid-2nj4xw,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB0a1caf6272,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/573wofa47d2t,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB1fd5c40c60,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/vyi-hdh987h6,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBc1c534efbc,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/6_o6nvr07wue,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB53250b5515,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/rqzc0xk6ztsa,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBeddd6863a9,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/rg1lzld3h,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBe3205aee48,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/8k2sv52wtq2,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB9275a79b37,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/fuh3rr4dwuz,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB1fc2388c1f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/pj7g3dk6y,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBaed5924845,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/tchbbu3dqhbg,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB9eb2013f3e,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/8fw1qd1a2,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB2a0ed03a12,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/5nu3mj521q68,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB8a758d1c44,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/d_052zydek,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB8470c4f455,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/wphcoesgpn,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB0f06e2690e,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/q70tsqo5xx,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB233db728d0,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/zoz087jfin,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBef13661fc6,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ijcks02w4,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB992f29d48a,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/2i9vdbrjh,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB75b180e324,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/t5owfj27r,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB83a625f465,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/cofhqnarr4w,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB6f6378f9e6,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/7vf_d94cxcv,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB5ec49206e3,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/f9ka45fu29c,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7d80365ab1,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/v91p0sp3nl9,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB4c7994e962,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/0eueqzmh2b,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBeeadb18328,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/5ujuol9hk4b1,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBa2ec977717,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/xyz4m2vieg,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB3ee3da4d6b,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/q8arfespm,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB273c4994c3,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/zpinvh0me_t,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB867b4ac80c,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/udf9rjhx34p0,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB20ae0e3dc9,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/yumq3wlp7n,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBc8e85c9428,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/9zxg8c19m,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7bab2e7b8f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/qd22zm_t7,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7b7b0d3fc9,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/gtz0-6ir0,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB60c25f50c4,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/x9pqwh7tc,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBcf17f24e70,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/z5rpwz7vq9,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7465577e94,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/w_kjbyly1,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB9271889f0a,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ccpz_ay59a7,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBb8bbf41a24,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/o3b8t0kq5,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB502ffbb3a0,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/fq9bmopbhhts,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBbafed0755f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/l92ijrlk2zo,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBeb5b1cbc92,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ewl34pc4m,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBbdd1443b0c,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/z1cd_v9y_387,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB1bcfe0adcb,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/glmer6nig,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBdbc516f304,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/zcqog46s4gr7,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB49107523b4,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/phb3kjuauog,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB84e12ab5ea,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/b-a5rnzf64se,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB64697f6883,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/n115zvvfe,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB6d1f62e166,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ecyuv06rocg,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBb11dec321d,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/eb_oemtd04bz,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7125ef2256,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/m3h_wlzmb,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBf9af7c1ee0,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/f8yxrhpy7o,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB0ea0ab8b98,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/5g7yn63lzv2u,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB20a93c2033,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/8015sykx8yu,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB5474761d43,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/szq5sm0opy,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB2dfe3558a3,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/c8-r8rgnh7b,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB14af10f60c,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/6q1l6pat_ef,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB2b7fc2d5b7,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/qsyn79_drg,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBd7493c00d2,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/q0iq9md_awl,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB85231534e2,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/7tnh0c46e,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB6576ef5f5e,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/a2q9wgnzkni,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBb48b931777,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/alj6y_jsdv,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB47680aac1f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/vjvoldjnoy8t,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB8d73269729,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/sv3ch825n1vq,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBb3e307503f,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/w1n0oyz-97g,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBcfbfacd723,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/xxmnjj3z5s,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB068c24c50a,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/zublf1zja760,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB307fb80136,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/41hn7xvhn4,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBf813cae80c,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/gcgp49jb3wm,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB7a65779d80,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/7n2kpqxo2y,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBcc72b2e3a7,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/zza8x6se7g,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB8281ca3574,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/55l856iqdz0k,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB8b606d1bcb,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/j63zkfpx67rm,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB260d853463,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/9ihy7onq1pt,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEBa718015036,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/kv5fuv2ji,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB0bb592bfc5,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/po_69m63g_4,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB6fdc398d08,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/9l237owvvl,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB25cb89e6ec,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/8__q6-0bof8k,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB78108baf27,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/jyworlevfs,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB301243c543,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/ngh9nf310,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
WEB20d49e33b1,src_461453dfb86fc3a2,遠鉄百貨店,https://www.endepa.com/event/czt-l7ovc,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
