都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考,カテゴリー,区,公開日,更新日,子育て情報,施設No.
222038,WEBd65d5d4484,静岡県,沼津市,静岡大、静岡県立大、沼津高専 合同サマーカレッジ！,,,2026-08-23,2026-08-23,13:00,16:30,,「静岡大、静岡県立大、沼津高専 合同サマーカレッジ！」は2026-08-23に13:00から16:30にぬましんCOMPASS開催予定です。詳細は出典URLをご確認ください。,,,,,,,ぬましんCOMPASS,沼津市高島町15-5,,35.105793,138.858597,,,,,,,https://www.at-s.com/event/article/2020262,Web収集: アットエス 浜松市中央区イベント一覧; source_id=src_9bfd16fa78bde9bb; 説明生成=facts_only; privacy=public_facts_minimized; ジオコーディング補完: 沼津市高島町15-5,親子・子供,,,,,
