NO,source_id,source_name,source_url,description_mode,license_id,rights_holder,attribution_text,evidence_url,verified_at,rights_status,similarity_check,privacy_mode
WEB1f8fefb060,src_9bfd16fa78bde9bb,アットエス 浜松市中央区イベント一覧,https://www.at-s.com/event/article/2025264,facts_only,,,,,,unknown,passed_deterministic,public_facts_minimized
